event_date,gazeteer_distance,latitude,longitude
12/31/2009 12:00:00 AM,1.46658,-22.9158,-43.2049
04/06/2010 12:00:00 AM,4.83592,-22.9153,-43.0715
04/06/2010 12:00:00 AM,3.51011,-22.9149,-43.1067
04/06/2010 12:00:00 AM,3.5748699999999998,-22.9149,-43.1109
04/06/2010 12:00:00 AM,9.61466,-22.9139,-43.0159
04/06/2010 12:00:00 AM,6.8095300000000005,-22.9138,-43.2728
04/06/2010 12:00:00 AM,12.02706,-22.9135,-42.9831
04/06/2010 12:00:00 AM,12.04688,-22.9131,-43.3857
11/11/2016 03:00:00 PM,,-22.912451,-44.302371
04/06/2010 12:00:00 AM,4.34174,-22.9117,-43.0744
04/06/2010 12:00:00 AM,4.86845,-22.9113,-43.067
04/06/2010 12:00:00 AM,6.28024,-22.9112,-43.0503
04/06/2010 12:00:00 AM,4.41006,-22.9111,-43.0728
04/06/2010 12:00:00 AM,2.81832,-22.91017122,-43.09175971
04/06/2010 12:00:00 AM,2.81832,-22.91010027,-43.09416702
04/06/2010 12:00:00 AM,3.3153300000000003,-22.9089,-43.0868
04/06/2010 12:00:00 AM,3.3182699999999996,-22.9073,-43.0842
04/06/2010 12:00:00 AM,3.4451,-22.9066,-43.1259
04/06/2010 12:00:00 AM,2.79808,-22.904,-43.1193
04/06/2010 12:00:00 AM,0.22981999999999997,-22.9035,-43.2096
04/06/2010 12:00:00 AM,6.43421,-22.9035,-43.0448
04/06/2010 12:00:00 AM,3.27331,-22.9033,-43.2394
04/06/2010 12:00:00 AM,2.7841400000000003,-22.9033,-43.1201
04/06/2010 12:00:00 AM,13.07783,-22.9012,-42.9548
12/11/2013 12:00:00 AM,10.81048,-22.9011,-43.4438
04/06/2010 12:00:00 AM,2.26519,-22.9008,-43.1151
04/06/2010 12:00:00 AM,3.21678,-22.9006,-43.0784
04/06/2010 12:00:00 AM,2.68365,-22.8999,-43.1227
04/06/2010 12:00:00 AM,2.31035,-22.8988,-43.0885
04/06/2010 12:00:00 AM,2.2281299999999997,-22.8988,-43.1175
04/06/2010 12:00:00 AM,9.90639,-22.8961,-43.4272
04/06/2010 12:00:00 AM,1.5755,-22.8948,-43.1127
04/06/2010 12:00:00 AM,1.29888,-22.8943,-43.1081
04/06/2010 12:00:00 AM,1.3912799999999999,-22.8929,-43.1124
04/06/2010 12:00:00 AM,1.14326,-22.8926,-43.0987
04/05/2010 12:00:00 AM,2.64466,-22.89234445,-43.07409842
04/07/2010 03:00:00 PM,1.8440400000000001,-22.8919,-43.0882
04/06/2010 12:00:00 AM,1.0107899999999999,-22.8901,-43.097
04/06/2010 12:00:00 AM,3.1886900000000002,-22.8888,-43.0731
04/06/2010 12:00:00 AM,2.66427,-22.8887,-43.0783
04/06/2010 12:00:00 AM,9.51482,-22.8872,-42.9878
04/06/2010 12:00:00 AM,4.7897,-22.886999999999997,-43.0571
04/06/2010 12:00:00 AM,4.161969999999999,-22.8852,-43.0631
04/25/2011 11:00:00 PM,8.735489999999999,-22.8811,-43.3548
04/06/2010 12:00:00 AM,2.6682099999999997,-22.8796,-43.1293
04/06/2010 12:00:00 AM,5.730119999999999,-22.8781,-43.0455
04/06/2010 12:00:00 AM,0.59395,-22.878,-43.103
04/06/2010 12:00:00 AM,0.87103,-22.8776,-43.0978
04/06/2010 12:00:00 AM,1.02905,-22.8766,-43.0967
04/06/2010 12:00:00 AM,2.17699,-22.8754,-43.0842
